# ----------------------------------------
# PHCompany.com (Reporting)
# Demand Report
# 20161126-20161126
# ----------------------------------------

Hour of Day,Device Category,Event Label,Check In Date,Check Out Date,Number of Adults,Number of Children,Number of Rooms,Hits
2016112610,mobile,Cheadle House,02/01/2017,03/01/2017,2,1,1,1
2016112610,mobile,De Vere Cotswold Water Park,11/12/2016,12/12/2016,2,0,1,1
2016112610,mobile,De Vere Cotswold Water Park,28/12/2016,29/12/2016,2,2,1,1
2016112610,mobile,De Vere Cranage Estate,02/01/2017,03/01/2017,2,1,1,1
2016112610,mobile,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,De Vere Devonport House,14/02/2017,15/02/2017,2,0,1,1
2016112610,mobile,De Vere Devonport House,26/11/2016,28/11/2016,2,0,1,1
2016112610,mobile,De Vere Orchard Hotel,30/11/2016,31/12/2016,2,2,1,1
2016112610,mobile,De Vere Selsdon Estate,28/12/2016,29/12/2016,2,0,1,1
2016112610,mobile,De Vere Staverton Estate,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,De Vere Staverton Estate,27/12/2016,29/12/2016,2,0,1,1
2016112610,mobile,De Vere Wokefield Estate,09/12/2016,10/12/2016,2,1,1,1
2016112610,mobile,De Vere Wotton House,08/12/2016,10/12/2016,2,0,1,1
2016112610,mobile,Ettington Chase,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,Grand Central Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112610,mobile,Hartsfield Manor,24/12/2016,26/12/2016,2,0,1,1
2016112610,mobile,Milton Hill,28/01/2017,29/01/2017,2,1,1,1
2016112610,mobile,Oxford Witney Hotel,04/12/2016,05/12/2016,2,1,1,1
2016112610,mobile,Oxford Witney Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112610,mobile,Sedgebrook Hall,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,Sunningdale Park,16/12/2016,19/12/2016,2,0,1,1
2016112610,mobile,Surrey,26/11/2016,27/11/2016,2,0,2,2
2016112610,mobile,The Derbyshire,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,The Principal Edinburgh George...,08/02/2017,10/02/2017,2,0,1,1
2016112610,mobile,The Principal Edinburgh George...,12/12/2016,13/12/2016,2,0,1,1
2016112610,mobile,The Principal Edinburgh George...,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,The Principal Edinburgh George...,26/11/2016,29/11/2016,2,0,1,1
2016112610,mobile,The Principal Edinburgh George...,29/11/2016,01/12/2016,2,0,1,1
2016112610,mobile,The Principal Manchester,20/03/2017,22/03/2017,2,0,1,1
2016112610,mobile,The Principal York,10/12/2016,11/12/2016,2,0,1,1
2016112610,mobile,The Principal York,27/12/2016,29/12/2016,2,0,1,1
2016112610,mobile,The Roxburghe Hotel,01/12/2016,02/12/2016,2,0,1,1
2016112610,mobile,The Roxburghe Hotel,13/12/2016,14/12/2016,2,0,1,1
2016112610,mobile,The Roxburghe Hotel,16/02/2017,19/02/2017,2,0,1,1
2016112610,mobile,The Roxburghe Hotel,26/11/2016,28/11/2016,2,0,1,1
2016112610,mobile,The Roxburghe Hotel,29/11/2016,01/12/2016,2,0,1,1
2016112610,mobile,The St David's Hotel,10/06/2017,11/06/2017,2,0,1,1
2016112610,mobile,The St David's Hotel,11/12/2016,12/12/2016,2,0,1,1
2016112610,mobile,The St David's Hotel,20/01/2017,21/01/2017,2,0,1,1
2016112610,mobile,The St David's Hotel,25/01/2017,27/01/2017,2,0,1,1
2016112610,mobile,The St David's Hotel,26/11/2016,28/11/2016,2,5,2,2
2016112610,mobile,The St Johns Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112610,mobile,Wychwood Park,02/01/2017,03/01/2017,2,1,1,1
2016112610,mobile,Wychwood Park,21/01/2017,22/01/2017,2,0,1,1
2016112610,tablet,Blythswood Square Hotel,03/01/2017,04/01/2017,2,0,1,1
2016112610,tablet,Blythswood Square Hotel,27/12/2016,28/12/2016,2,0,1,1
2016112610,tablet,Cheadle House,01/07/2017,02/07/2017,2,0,1,1
2016112610,tablet,De Vere Devonport House,07/01/2017,08/01/2017,2,0,1,1
2016112610,tablet,De Vere Devonport House,13/01/2017,14/01/2017,2,0,1,1
2016112610,tablet,De Vere Tortworth Estate,03/12/2016,05/12/2016,2,0,1,1
2016112610,tablet,De Vere Wokefield Estate,22/02/2017,23/02/2017,2,0,1,1
2016112610,tablet,De Vere Wotton House,25/03/2017,27/03/2017,2,0,1,1
2016112610,tablet,De Vere Wotton House,26/03/2017,27/03/2017,2,0,1,1
2016112610,tablet,Grand Central Hotel,16/12/2016,18/12/2016,2,0,1,1
2016112610,tablet,Grand Central Hotel,29/12/2016,30/12/2016,2,0,1,1
2016112610,tablet,Ponsbourne Park,26/11/2016,27/11/2016,2,0,1,1
2016112610,tablet,The Derbyshire,07/01/2017,08/01/2017,2,1,1,1
2016112610,tablet,The Principal Edinburgh George...,01/04/2017,02/04/2017,2,0,1,1
2016112610,tablet,The Principal Edinburgh George...,04/02/2017,05/02/2017,2,0,1,1
2016112610,tablet,The Principal Edinburgh George...,08/04/2017,09/04/2017,2,0,1,1
2016112610,tablet,The Principal Edinburgh George...,21/01/2017,22/01/2017,2,0,1,1
2016112610,tablet,The Principal Edinburgh George...,24/12/2016,27/12/2016,2,0,1,1
2016112610,tablet,The Principal Edinburgh George...,28/01/2017,29/01/2017,2,0,1,1
2016112610,tablet,The St David's Hotel,04/12/2016,05/12/2016,2,0,1,1
2016112610,tablet,Warbrook House,13/03/2017,14/03/2017,2,0,1,1
2016112611,desktop,Blythswood Square Hotel,03/01/2017,04/01/2017,2,0,1,1
2016112611,desktop,Blythswood Square Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112611,desktop,Blythswood Square Hotel,07/01/2017,08/01/2017,2,0,1,1
2016112611,desktop,Blythswood Square Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112611,desktop,Buckinghamshire,03/12/2016,05/12/2016,2,0,1,1
2016112611,desktop,De Vere Beaumont Estate,26/11/2016,27/11/2016,2,2,1,1
2016112611,desktop,De Vere Beaumont Estate,30/12/2016,06/01/2017,2,0,1,1
2016112611,desktop,De Vere Cotswold Water Park,04/12/2016,05/12/2016,2,0,1,1
2016112611,desktop,De Vere Cotswold Water Park,17/03/2017,19/03/2017,2,0,1,1
2016112611,desktop,De Vere Cotswold Water Park,20/01/2017,22/01/2017,2,0,1,1
2016112611,desktop,De Vere Cotswold Water Park,27/05/2017,28/05/2017,2,0,1,1
2016112611,desktop,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,desktop,De Vere Devonport House,10/12/2016,11/12/2016,2,0,2,1
2016112611,desktop,De Vere Horwood Estate,17/01/2017,18/01/2017,2,0,1,1
2016112611,desktop,De Vere Horwood Estate,30/12/2016,31/12/2016,2,0,1,1
2016112611,desktop,De Vere Latimer Estate,03/12/2016,05/12/2016,2,0,1,1
2016112611,desktop,De Vere Latimer Estate,11/12/2016,12/12/2016,2,0,1,1
2016112611,desktop,De Vere Oxford Thames,02/12/2016,03/12/2016,2,0,1,1
2016112611,desktop,De Vere Oxford Thames,17/03/2017,19/03/2017,2,0,1,1
2016112611,desktop,De Vere Selsdon Estate,25/02/2017,26/02/2017,2,0,1,1
2016112611,desktop,De Vere Selsdon Estate,26/11/2016,27/11/2016,2,2,1,1
2016112611,desktop,De Vere Tortworth Estate,17/03/2017,19/03/2017,2,0,1,1
2016112611,desktop,De Vere Tortworth Estate,26/12/2016,28/12/2016,2,2,1,1
2016112611,desktop,De Vere Wokefield Estate,30/12/2016,31/12/2016,2,0,1,1
2016112611,desktop,Ettington Chase,02/12/2016,03/12/2016,2,0,1,1
2016112611,desktop,Hertfordshire,03/12/2016,05/12/2016,2,0,1,1
2016112611,desktop,Nottinghamshire,03/12/2016,04/12/2016,2,0,2,1
2016112611,desktop,Oxford Spires Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112611,desktop,Oxford Spires Hotel,26/12/2016,28/12/2016,2,2,1,1
2016112611,desktop,Sunningdale Park,30/12/2016,31/12/2016,2,0,1,1
2016112611,desktop,The Derbyshire,16/12/2016,17/12/2016,2,0,1,1
2016112611,desktop,The Derbyshire,30/12/2016,06/01/2017,2,0,1,1
2016112611,desktop,The Principal Edinburgh George...,03/12/2016,04/12/2016,2,0,1,1
2016112611,desktop,The Principal Edinburgh George...,26/12/2016,28/12/2016,2,0,1,1
2016112611,desktop,The Principal Edinburgh George...,27/12/2016,03/01/2017,2,0,1,1
2016112611,desktop,The Principal Edinburgh George...,28/12/2016,03/01/2017,2,0,1,1
2016112611,desktop,The Principal York,14/03/2017,16/03/2017,2,0,2,1
2016112611,desktop,The Principal York,20/01/2017,22/01/2017,2,0,1,1
2016112611,desktop,The Principal York,21/07/2017,22/07/2017,2,0,1,1
2016112611,desktop,The Principal York,24/02/2017,26/02/2017,2,0,1,1
2016112611,desktop,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112611,desktop,The St David's Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112611,mobile,Blythswood Square Hotel,14/01/2017,16/01/2017,2,0,1,1
2016112611,mobile,Blythswood Square Hotel,20/12/2016,21/12/2016,2,0,1,1
2016112611,mobile,Blythswood Square Hotel,24/01/2017,25/01/2017,2,0,1,1
2016112611,mobile,Blythswood Square Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,Cheshire,02/01/2017,03/01/2017,2,1,1,1
2016112611,mobile,De Vere Alexandra House,07/04/2017,09/04/2017,2,0,1,1
2016112611,mobile,De Vere Beaumont Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Cotswold Water Park,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Cotswold Water Park,27/11/2016,28/11/2016,2,0,1,1
2016112611,mobile,De Vere Cranage Estate,02/01/2017,03/01/2017,2,1,1,1
2016112611,mobile,De Vere Cranage Estate,03/12/2016,04/12/2016,2,0,1,1
2016112611,mobile,De Vere Cranage Estate,07/12/2016,08/12/2016,2,0,1,1
2016112611,mobile,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Devonport House,01/12/2016,02/12/2016,2,0,1,1
2016112611,mobile,De Vere Devonport House,07/01/2017,08/01/2017,2,0,1,1
2016112611,mobile,De Vere Horwood Estate,27/05/2017,28/05/2017,2,0,1,1
2016112611,mobile,De Vere Latimer Estate,28/11/2016,30/11/2016,2,0,1,1
2016112611,mobile,De Vere Orchard Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Oxford Thames,06/12/2016,07/12/2016,2,0,1,1
2016112611,mobile,De Vere Selsdon Estate,14/01/2017,15/01/2017,2,0,1,1
2016112611,mobile,De Vere Selsdon Estate,22/12/2016,26/12/2016,2,2,1,1
2016112611,mobile,De Vere Theobalds Estate,03/12/2016,04/12/2016,2,0,1,1
2016112611,mobile,De Vere Theobalds Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Tortworth Estate,26/11/2016,28/11/2016,2,0,1,1
2016112611,mobile,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,De Vere Wotton House,31/12/2016,01/01/2017,2,2,1,1
2016112611,mobile,Glasgow,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,Gloucestershire,26/11/2016,27/11/2016,2,2,1,1
2016112611,mobile,Gorse Hill,13/01/2017,14/01/2017,2,0,1,1
2016112611,mobile,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,Grand Central Hotel,28/12/2016,29/12/2016,2,2,1,1
2016112611,mobile,Hartsfield Manor,24/12/2016,26/12/2016,2,0,1,1
2016112611,mobile,Hunton Park,09/12/2016,10/12/2016,2,0,1,1
2016112611,mobile,Hunton Park,16/12/2016,17/12/2016,2,0,1,1
2016112611,mobile,Milton Hill,27/12/2016,28/12/2016,2,2,1,1
2016112611,mobile,New Place,01/02/2017,04/02/2017,2,0,1,1
2016112611,mobile,Oxford Witney Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112611,mobile,Surrey,18/02/2017,19/02/2017,2,0,1,1
2016112611,mobile,The Derbyshire,02/01/2017,03/01/2017,2,1,1,1
2016112611,mobile,The Derbyshire,07/12/2016,08/12/2016,2,0,1,1
2016112611,mobile,The Met Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112611,mobile,The Principal Edinburgh George...,02/12/2016,03/12/2016,2,0,1,1
2016112611,mobile,The Principal Edinburgh George...,03/12/2016,04/12/2016,2,0,1,1
2016112611,mobile,The Principal Edinburgh George...,23/12/2016,24/12/2016,2,0,1,1
2016112611,mobile,The Principal Edinburgh George...,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,The Principal Manchester,16/12/2016,17/12/2016,2,0,1,1
2016112611,mobile,The Principal York,03/12/2016,04/12/2016,2,0,1,1
2016112611,mobile,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,The Roxburghe Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112611,mobile,The St David's Hotel,17/03/2017,18/03/2017,2,0,1,1
2016112611,mobile,The St David's Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112611,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112611,mobile,The St Johns Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112611,mobile,Wychwood Park,27/12/2016,29/12/2016,2,4,2,1
2016112611,tablet,Blythswood Square Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112611,tablet,Chicheley Hall,16/01/2017,17/01/2017,2,0,1,1
2016112611,tablet,Choose a destination,28/11/2016,29/11/2016,2,0,1,1
2016112611,tablet,De Vere Cotswold Water Park,04/02/2017,05/02/2017,2,0,1,1
2016112611,tablet,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112611,tablet,De Vere Devonport House,19/01/2017,21/01/2017,2,0,1,1
2016112611,tablet,De Vere Devonport House,31/12/2016,02/01/2017,2,0,1,1
2016112611,tablet,De Vere Orchard Hotel,27/11/2016,28/11/2016,2,1,1,1
2016112611,tablet,De Vere Selsdon Estate,20/01/2017,21/01/2017,2,0,1,1
2016112611,tablet,De Vere Theobalds Estate,03/12/2016,04/12/2016,2,0,1,1
2016112611,tablet,De Vere Wotton House,20/01/2017,21/01/2017,2,0,1,1
2016112611,tablet,Eastwood Hall,30/11/2016,01/12/2016,2,0,1,1
2016112611,tablet,Gloucestershire,28/12/2016,29/12/2016,2,2,1,1
2016112611,tablet,New Place,28/12/2016,31/12/2016,2,2,1,1
2016112611,tablet,Ponsbourne Park,26/11/2016,27/11/2016,2,0,1,1
2016112611,tablet,Sedgebrook Hall,27/11/2016,28/11/2016,2,1,1,1
2016112611,tablet,The Principal Edinburgh George...,16/12/2016,18/12/2016,2,0,1,1
2016112611,tablet,The Principal Edinburgh George...,26/11/2016,27/11/2016,2,0,1,1
2016112611,tablet,The Principal Edinburgh George...,26/11/2016,29/11/2016,2,0,1,1
2016112611,tablet,The Principal Manchester,01/12/2016,02/12/2016,2,0,1,1
2016112611,tablet,The Principal Manchester,30/11/2016,01/12/2016,2,0,1,1
2016112611,tablet,The Principal York,18/12/2016,20/12/2016,2,0,1,1
2016112611,tablet,The Roxburghe Hotel,06/05/2017,07/05/2017,2,0,1,1
2016112611,tablet,The Roxburghe Hotel,13/01/2017,15/01/2017,2,0,1,1
2016112611,tablet,The Roxburghe Hotel,27/11/2016,01/12/2016,2,0,1,1
2016112611,tablet,The St David's Hotel,08/12/2016,09/12/2016,2,0,1,1
2016112611,tablet,The St David's Hotel,16/03/2017,17/03/2017,2,0,1,1
2016112611,tablet,The St David's Hotel,17/03/2017,18/03/2017,2,0,1,1
2016112612,desktop,Blythswood Square Hotel,11/02/2017,12/02/2017,2,0,1,1
2016112612,desktop,Blythswood Square Hotel,29/11/2016,01/12/2016,2,0,1,1
2016112612,desktop,Cheadle House,01/07/2017,02/07/2017,2,0,1,1
2016112612,desktop,Choose a destination,31/12/2016,01/01/2017,2,0,1,1
2016112612,desktop,De Vere Alexandra House,12/02/2017,16/02/2017,2,0,1,1
2016112612,desktop,De Vere Alexandra House,30/12/2016,06/01/2017,2,0,1,1
2016112612,desktop,De Vere Beaumont Estate,26/11/2016,27/11/2016,2,2,1,1
2016112612,desktop,De Vere Cotswold Water Park,01/06/2017,03/06/2017,2,2,1,1
2016112612,desktop,De Vere Cotswold Water Park,20/01/2017,21/01/2017,2,0,1,1
2016112612,desktop,De Vere Cotswold Water Park,26/11/2016,27/11/2016,2,0,1,1
2016112612,desktop,De Vere Latimer Estate,26/11/2016,27/11/2016,2,2,1,1
2016112612,desktop,De Vere Oxford Thames,02/01/2017,06/01/2017,2,0,1,1
2016112612,desktop,De Vere Oxford Thames,12/02/2017,15/02/2017,2,0,1,1
2016112612,desktop,De Vere Oxford Thames,27/01/2017,29/01/2017,2,0,1,1
2016112612,desktop,De Vere Selsdon Estate,20/01/2017,21/01/2017,2,0,1,1
2016112612,desktop,De Vere Staverton Estate,12/02/2017,16/02/2017,2,0,1,1
2016112612,desktop,De Vere Tortworth Estate,09/07/2017,10/07/2017,2,0,1,1
2016112612,desktop,De Vere Tortworth Estate,20/01/2017,22/01/2017,2,0,1,1
2016112612,desktop,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112612,desktop,De Vere Wotton House,26/11/2016,27/11/2016,2,2,1,1
2016112612,desktop,Denham Grove,18/12/2016,19/12/2016,2,0,1,1
2016112612,desktop,Edinburgh,10/12/2016,11/12/2016,2,0,1,1
2016112612,desktop,Gloucestershire,17/12/2016,18/12/2016,2,0,1,1
2016112612,desktop,Grand Central Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112612,desktop,Grand Central Hotel,17/02/2017,20/02/2017,2,0,2,2
2016112612,desktop,Grand Central Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112612,desktop,Milton Hill,12/02/2017,15/02/2017,2,0,1,1
2016112612,desktop,Milton Hill,12/02/2017,16/02/2017,2,0,1,1
2016112612,desktop,Milton Hill,15/02/2017,16/02/2017,2,0,1,1
2016112612,desktop,Milton Hill,20/01/2017,22/01/2017,2,0,1,1
2016112612,desktop,Nottinghamshire,27/11/2016,28/11/2016,2,0,2,2
2016112612,desktop,Ponsbourne Park,03/12/2016,04/12/2016,2,0,1,1
2016112612,desktop,Sedgebrook Hall,02/12/2016,04/12/2016,2,0,1,1
2016112612,desktop,The Bonham Hotel,10/12/2016,12/12/2016,2,0,1,1
2016112612,desktop,The Principal Edinburgh George...,01/12/2016,03/12/2016,2,0,1,1
2016112612,desktop,The Principal Edinburgh George...,09/12/2016,11/12/2016,2,0,1,1
2016112612,desktop,The Principal Manchester,20/01/2017,22/01/2017,2,0,1,1
2016112612,desktop,The Principal Manchester,30/06/2017,02/07/2017,2,0,1,1
2016112612,desktop,The Principal York,02/12/2016,03/12/2016,2,0,1,1
2016112612,desktop,The Principal York,12/06/2017,14/06/2017,2,0,1,1
2016112612,desktop,The Principal York,13/12/2016,14/12/2016,2,0,1,1
2016112612,desktop,The Principal York,19/02/2017,21/02/2017,2,0,1,1
2016112612,desktop,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112612,desktop,The Roxburghe Hotel,11/02/2017,14/02/2017,2,1,1,1
2016112612,desktop,The St David's Hotel,16/02/2017,18/02/2017,2,0,1,1
2016112612,desktop,Warbrook House,14/02/2017,15/02/2017,2,0,1,1
2016112612,desktop,Warbrook House,20/01/2017,22/01/2017,2,0,1,1
2016112612,desktop,Wychwood Park,13/01/2017,14/01/2017,2,0,1,1
2016112612,desktop,Wychwood Park,28/12/2016,31/12/2016,2,0,2,2
2016112612,desktop,York,26/11/2016,27/11/2016,2,0,1,1
2016112612,mobile,Blythswood Square Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112612,mobile,Blythswood Square Hotel,10/02/2017,12/02/2017,2,0,1,1
2016112612,mobile,Blythswood Square Hotel,25/12/2016,26/12/2016,2,0,1,1
2016112612,mobile,Blythswood Square Hotel,30/12/2016,31/12/2016,2,0,1,1
2016112612,mobile,Choose a destination,26/01/2017,29/01/2017,2,0,1,1
2016112612,mobile,De Vere Alexandra House,06/01/2017,07/01/2017,2,0,1,1
2016112612,mobile,De Vere Alexandra House,07/01/2017,08/01/2017,2,0,1,1
2016112612,mobile,De Vere Beaumont Estate,03/12/2016,04/12/2016,2,0,1,1
2016112612,mobile,De Vere Cotswold Water Park,20/01/2017,21/01/2017,2,0,1,1
2016112612,mobile,De Vere Cotswold Water Park,26/11/2016,27/11/2016,2,0,1,1
2016112612,mobile,De Vere Cotswold Water Park,27/01/2017,28/01/2017,2,0,1,1
2016112612,mobile,De Vere Horsley Estate,24/02/2017,25/02/2017,2,0,1,1
2016112612,mobile,De Vere Oxford Thames,27/01/2017,28/01/2017,2,0,1,1
2016112612,mobile,De Vere Tortworth Estate,10/03/2017,12/03/2017,2,0,1,1
2016112612,mobile,De Vere Tortworth Estate,27/11/2016,28/11/2016,2,0,1,1
2016112612,mobile,De Vere Wotton House,04/02/2017,05/02/2017,2,0,1,1
2016112612,mobile,De Vere Wotton House,25/03/2017,26/03/2017,2,0,1,1
2016112612,mobile,De Vere Wotton House,26/03/2017,27/03/2017,2,0,1,1
2016112612,mobile,De Vere Wotton House,30/04/2017,01/05/2017,2,0,1,1
2016112612,mobile,Gorse Hill,03/12/2016,04/12/2016,2,0,1,1
2016112612,mobile,Grand Central Hotel,15/12/2016,16/12/2016,2,0,1,1
2016112612,mobile,Grand Central Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112612,mobile,Grand Central Hotel,23/12/2016,24/12/2016,2,0,1,1
2016112612,mobile,Milton Hill,03/03/2017,05/03/2017,2,0,1,1
2016112612,mobile,Milton Hill,19/12/2016,20/12/2016,2,0,1,1
2016112612,mobile,New Place,02/12/2016,03/12/2016,2,0,1,1
2016112612,mobile,New Place,30/01/2017,02/02/2017,2,0,1,1
2016112612,mobile,New Place,31/01/2017,03/02/2017,2,0,1,1
2016112612,mobile,Oxford Witney Hotel,26/12/2016,27/12/2016,2,0,1,1
2016112612,mobile,The Met Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112612,mobile,The Principal Edinburgh George...,09/09/2017,10/09/2017,2,0,1,1
2016112612,mobile,The Principal Edinburgh George...,09/09/2017,11/09/2017,2,0,1,1
2016112612,mobile,The Principal Edinburgh George...,15/12/2016,16/12/2016,2,0,1,1
2016112612,mobile,The Principal Edinburgh George...,18/03/2017,19/03/2017,2,0,1,1
2016112612,mobile,The Principal Edinburgh George...,26/01/2017,27/01/2017,2,0,1,1
2016112612,mobile,The Principal York,08/12/2016,09/12/2016,2,0,1,1
2016112612,mobile,The Principal York,15/02/2017,17/02/2017,2,0,1,1
2016112612,mobile,The Principal York,24/02/2017,25/02/2017,2,0,1,1
2016112612,mobile,The Roxburghe Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112612,mobile,The Roxburghe Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112612,mobile,The Roxburghe Hotel,28/11/2016,30/11/2016,2,0,1,1
2016112612,mobile,The St David's Hotel,09/02/2017,10/02/2017,2,0,1,1
2016112612,mobile,The St David's Hotel,10/02/2017,11/02/2017,2,0,1,1
2016112612,mobile,The St David's Hotel,16/12/2016,18/12/2016,2,0,1,1
2016112612,mobile,The St David's Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112612,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112612,mobile,The St Johns Hotel,03/12/2016,04/12/2016,2,1,1,1
2016112612,mobile,The St Johns Hotel,16/12/2016,17/12/2016,2,1,1,1
2016112612,mobile,Warbrook House,26/11/2016,27/11/2016,2,0,1,1
2016112612,tablet,Blythswood Square Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112612,tablet,De Vere Beaumont Estate,01/12/2016,02/12/2016,2,0,1,1
2016112612,tablet,De Vere Beaumont Estate,02/12/2016,03/12/2016,2,0,1,1
2016112612,tablet,De Vere Cotswold Water Park,07/01/2017,08/01/2017,2,2,1,1
2016112612,tablet,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112612,tablet,De Vere Horwood Estate,09/12/2016,11/12/2016,2,0,1,1
2016112612,tablet,De Vere Latimer Estate,09/12/2016,11/12/2016,2,0,1,1
2016112612,tablet,De Vere Oxford Thames,18/12/2016,19/12/2016,2,0,1,1
2016112612,tablet,De Vere Staverton Estate,09/12/2016,11/12/2016,2,0,1,1
2016112612,tablet,De Vere Theobalds Estate,03/12/2016,04/12/2016,2,0,1,1
2016112612,tablet,De Vere Tortworth Estate,27/01/2017,30/01/2017,2,0,1,1
2016112612,tablet,De Vere Tortworth Estate,27/12/2016,30/12/2016,2,2,1,1
2016112612,tablet,De Vere Wokefield Estate,09/12/2016,11/12/2016,2,0,1,1
2016112612,tablet,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112612,tablet,Denham Grove,30/11/2016,01/12/2016,2,0,1,1
2016112612,tablet,Ettington Chase,27/12/2016,30/12/2016,2,2,1,1
2016112612,tablet,Grand Central Hotel,26/12/2016,27/12/2016,2,0,1,1
2016112612,tablet,Milton Hill,28/12/2016,30/12/2016,2,2,1,1
2016112612,tablet,New Place,28/12/2016,30/12/2016,2,2,1,1
